10/18/2017 18:49:45;aluno@dominio.com;Aluno Numero 1;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/25/2017 15:39:33;aluno@dominio.com;Aluno Numero 2;000.000.000-00;Aluno(a) do Técnico em Informática Concomitante;Não
10/19/2017 10:38:27;aluno@dominio.com;Aluno Numero 3;000.000.000-00;Aluno(a) do Técnico em Informática Integrado, Palestrante da III Semana Acadêmica de Informática;Não
10/24/2017 21:28:38;aluno@dominio.com;Aluno Numero 4;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/18/2017 18:49:29;aluno@dominio.com;Aluno Numero 5;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/20/2017 22:59:07;aluno@dominio.com;Aluno Numero 6;000.000.000-00;Ex-aluno / Egresso;Não
10/19/2017 9:28:08;aluno@dominio.com;Aluno Numero 7;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/24/2017 18:07:33;aluno@dominio.com;Aluno Numero 8;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/25/2017 11:20:44;aluno@dominio.com;Aluno Numero 9;000.000.000-00;amiga/namorada/companheira/casada;Não
10/19/2017 16:28:47;aluno@dominio.com;Aluno Numero 10;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/25/2017 8:26:59;aluno@dominio.com;Aluno Numero 11;000.000.000-00;Pai/Mãe/Responsável de aluno do Técnico Concomitante e/ou Integrado;Não
10/26/2017 16:05:30;aluno@dominio.com;Aluno Numero 12;000.000.000-00;Professor alfabetizador;Não
10/19/2017 9:15:14;aluno@dominio.com;Aluno Numero 13;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/18/2017 18:50:18;aluno@dominio.com;Aluno Numero 14;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/18/2017 18:49:43;aluno@dominio.com;Aluno Numero 15;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/17/2017 10:33:54;aluno@dominio.com;Aluno Numero 16;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/18/2017 21:48:41;aluno@dominio.com;Aluno Numero 17;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/19/2017 19:43:25;aluno@dominio.com;Aluno Numero 18;000.000.000-00;Comunidade ;Não
10/18/2017 21:47:13;aluno@dominio.com;Aluno Numero 19;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/17/2017 10:34:41;aluno@dominio.com;Aluno Numero 20;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/24/2017 22:26:16;aluno@dominio.com;Aluno Numero 21;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/23/2017 8:16:14;aluno@dominio.com;Aluno Numero 22;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/18/2017 18:51:09;aluno@dominio.com;Aluno Numero 23;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/24/2017 21:04:22;aluno@dominio.com;Aluno Numero 24;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/25/2017 8:29:40;aluno@dominio.com;Aluno Numero 25;000.000.000-00;Pai/Mãe/Responsável de aluno do Técnico Concomitante e/ou Integrado;Não
10/17/2017 10:25:26;aluno@dominio.com;Aluno Numero 26;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/18/2017 18:53:11;aluno@dominio.com;Aluno Numero 27;000.000.000-00;Aluno(a) do Técnico em Informática Concomitante, Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/20/2017 21:34:35;aluno@dominio.com;Aluno Numero 28;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/19/2017 8:11:40;aluno@dominio.com;Aluno Numero 29;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/18/2017 18:50:14;aluno@dominio.com;Aluno Numero 30;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/25/2017 17:07:34;aluno@dominio.com;Aluno Numero 31;000.000.000-00;Aluno(a) do Técnico em Informática Concomitante;Não
10/17/2017 10:21:22;aluno@dominio.com;Aluno Numero 32;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/18/2017 18:49:15;aluno@dominio.com;Aluno Numero 33;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/18/2017 18:58:35;aluno@dominio.com;Aluno Numero 34;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/17/2017 13:26:19;aluno@dominio.com;Aluno Numero 35;000.000.000-00;Aluno(a) do Técnico em Informática Concomitante;Não
10/18/2017 18:52:08;aluno@dominio.com;Aluno Numero 36;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/18/2017 18:49:21;aluno@dominio.com;Aluno Numero 37;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/28/2017 10:17:27;aluno@dominio.com;Aluno Numero 38;000.000.000-00;Não possuo vínculo com o IFC Brusque;Não
10/24/2017 21:23:05;aluno@dominio.com;Aluno Numero 39;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/17/2017 13:27:50;aluno@dominio.com;Aluno Numero 40;000.000.000-00;Aluno(a) do Técnico em Informática Concomitante;Não
10/17/2017 10:23:19;aluno@dominio.com;Aluno Numero 41;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/23/2017 13:25:42;aluno@dominio.com;Aluno Numero 42;000.000.000-00;Aluno(a) de outros cursos do IFC Brusque (FIC, CQP, outros Técnicos, Pós ou Graduação), Ex-aluno / Egresso;Não
10/22/2017 22:26:30;aluno@dominio.com;Aluno Numero 43;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
10/19/2017 19:27:08;aluno@dominio.com;Aluno Numero 44;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/19/2017 16:27:55;aluno@dominio.com;Aluno Numero 45;000.000.000-00;Aluno(a) do Tecnólogo em Redes de Computadores;Não
10/25/2017 23:27:44;aluno@dominio.com;Aluno Numero 46;000.000.000-00;Pai/Mãe/Responsável de aluno do Técnico Concomitante e/ou Integrado;Não
10/28/2017 10:18:53;aluno@dominio.com;Aluno Numero 47;000.000.000-00;Não possuo vínculo com o IFC Brusque;Não
10/17/2017 10:22:37;aluno@dominio.com;Aluno Numero 48;000.000.000-00;Aluno(a) do Técnico em Informática Integrado;Não
